Title,Tags
"Do I still need to pay capital gains taxes when I profit from a stock in a foreign currency?","<stocks><income-tax><canada><foreign-exchange><capital-gain>"
"Should I stockpile nickels?","<united-states><inflation><coins><current-events><metals>"
"Do Americans really use checks that often?","<united-states><currency><check>"
"What is the most efficient way to pay a student loan in the US from the UK?","<loans><foreign-exchange><usd-us-dollar><gbp-british-pound>"
"Most cost effective way to regularly transfer funds from the US to the UK?","<united-states><united-kingdom><foreign-exchange><international-transfer>"
"Should I pay off my credit card online immediately or wait for the bill?","<credit-card><credit-score><credit>"
"At what age should I consider buying long term care insurance?","<insurance>"
"Why are American Express cards are not as popular as Visa or MasterCard?","<credit-card><mastercard><visa><american-express>"
"Can a foreigner open a bank account in the UK?","<united-kingdom><bank-account><non-resident>"
"What is a ""closed-end fund""? How is a closed-end fund different from a typical mutual fund?","<investing><terminology><mutual-funds>"
"Would you withdraw your money from your bank if you thought it was going under?","<banking><current-events><fdic>"
"Definition of ""secular"" in the context of markets?","<terminology><markets>"
"Do you keep ATM receipts? Why might keeping bank ATM receipts be a good habit?","<banking><receipt><atm><record-keeping>"
"What is the proper way to report additional income for taxes (specifically, Android development)?","<united-states><income><income-tax><taxes>"
"Young w/ pension plan: lump sum or annuity?","<united-states><pension><annuity>"
"Start working at age 58. What's probable pension amount?","<united-states><pension><form-1099>"
"Capital gains and income","<income-tax><income><capital-gain><new-zealand>"
"Determining Futures price on the delivery date","<foreign-exchange><currency><futures><foreign-currency>"
"LISA - Correct contributions so far?","<united-kingdom><isa>"
"Lease ends May 28, 2018; but, moving out today (4/29)","<united-states><rent><wisconsin>"
"Employer paid rent as part of income?","<united-states><income-tax><rent><turbotax>"
"Yahoo's finance data for dividends is flat out wrong for CBA.AX. Why is that?","<dividends><australia><shares><yahoo-finance>"
"Should I begin investing in a 403(b)","<united-states><savings><retirement-plan><403b>"
"Replacement or Similar savings scheme to the UK's Help to buy scheme","<united-kingdom><savings><house>"
"Refund went through AFTER I received my current statement?","<credit-card><minimum-payment><balance>"
"Paying part of the mortgage before remortgaging","<mortgage><united-kingdom><principal>"
"How can I send money to someone from India to Pakistan?","<foreign-exchange><money-transfer><online-payment><paypal><inr-indian-rupee>"
"How to find an optimum linear combination of various investments?","<investing><calculation>"
"Using two health insurance providers?","<united-states><health-insurance><hsa>"
"What percent of minimum wage should I save from today,if I expect a certain percent of the then minimum wage,as income from corpus,after retirement?","<savings><retirement><retirement-plan>"
"Take Social security at 65 or spend retirement savings","<united-states><retirement><ira><social-security>"
"W-4 and withholding taxes for self-employed spouse","<united-states><self-employment><withholding><form-1099><form-w-4>"
"Hedging against an acquisition of a stock","<options><stock-markets><investment-strategies><shorting-securities><hedging>"
"The Purpose of Change Machines","<banking><financing><coins><paper-money>"
"Good way to record currency conversion transactions in personal accounting software?","<currency><foreign-exchange><software><gnucash><bookkeeping>"
"What is the best way to pay back a(n unaffordable) private student loan?","<student-loan><repayment><default>"
"How to create a college savings account for a kid without his mom being able to tap into it?","<children><college><fraud><529-plan>"
"Work as a contractor for my current employer rather than become a full time employee after my graduation for health insurance continued coverage","<united-states><contractor><health-insurance><cobra><premiums>"
"Should mainland Chinese invest in the US market?","<united-states><investing><banking><china>"
"What are the state and county taxes for refinancing a mortgage in Virginia?","<united-states><mortgage><taxes><refinance><virginia>"
"Why are both government and commercial bond prices rising?","<stocks><united-kingdom><bonds><economics>"
"Can a merchant charge you more in the US if you want to use a credit card?","<united-states><credit-card>"
"In Canada, can a limited corporation be used as an income tax shelter?","<canada><income-tax><corporation>"
"Is the no surcharge rule universal with regard to credit card purchases?","<credit-card><regulation><malaysia>"
"On-line banking account with Maestro (or some other debit card)","<online-banking><croatia>"
"Explain the details and benefits of rebalancing a retirement portfolio?","<retirement><portfolio><rebalancing>"
"Tracking Gold and Silver (or any other commodity investment) in Quicken 2010?","<investing><quicken><gold><commodities>"
"""Infinite Banking"" or ""Be Your Own Bank"" via Whole Life Insurance...where to start?","<banking><whole-life>"
"How to know which credit report / score will be consulted?","<united-states><credit-card><credit-score>"
"Using a cash accumulation fund as emergency savings","<emergency-fund>"
"Tax Advantaged Options for Protective or Special Needs Trusts","<united-states><irs><trusts>"
"How to evaluate the value of a (state) pension","<pension>"
"One of my stock positions has grown substantially. Should I rebalance my portfolio?","<stocks><united-kingdom><diversification><rebalancing>"
"How US government bonds with different face interest rates would be taxed?","<united-states><income-tax><bonds><capital-gains-tax>"
"Freelancing from India to US employer: Can they deposit pay to my US Account?","<united-states><india><online-payment><payment>"
"How would I go about selling the stock of a privately held company?","<stocks><stock-valuation>"
"How can you sell stocks if you do not have any?","<financing>"
"When to apply for a new credit card?","<united-states><credit-card><credit><applications>"
"How is Discover different from a Visa or a MasterCard?","<credit-card>"
"file a complaint to bureaus of a company's residence if you live in another country?","<credit-card><online-payment><consumer-protection><refund>"
"For my self assessment do I need to fill out both the Capital Gains Summary and Tax Return?","<taxes><united-kingdom><capital-gain><capital-gains-tax>"
"(UK) If i inform the Jobcentre that I am paying someone's rent, will it harm their benefits claim?","<united-kingdom><benefits>"
"Why do so many people trade a bankrupt company's stock?","<stocks><bankruptcy>"
"Does it make sense to look for medical plans outside ""Obamacare""?","<united-states><insurance><health-insurance><california>"
"Using the online broker as a currency converter","<currency><usd-us-dollar><discount-broker><cad-canadian-dollar>"
"Covered call vs naked put in online brokerages","<brokerage><put-options><option-strategies><covered-call-writing>"
"If I put a large down payment (over 50%) towards a car loan, can I reduce my interest rate and is it smart to even put that much down?","<down-payment><auto-loan><amortization>"
"How long are checks issued by Bank of America valid?","<united-states><check><bank-of-america>"
"Does being an authorized user on my dad's credit card stop me from getting approved?","<united-states><credit-card><credit>"
"L1-B visa, received W-8BEN from bank","<united-states><taxes><foreign-income>"
"What should I do with my stock options?","<united-states><taxes><options><employee-stock-options><start-up>"
"Shift from aggressive investment to Money Market","<united-states><401k><retirement><money-market>"
"Efficient International money transfer","<foreign-exchange><money-transfer>"
"Credit cards abroad","<credit-card><foreign-exchange>"
"401(k) failed the highly compensated employee test, will I owe penalties on my excess contributions?","<united-states><taxes><401k>"
"Why REIT prices are not going down while bonds are being hammered?","<united-states><interest-rate><reit>"
"How to invest in stock market for a Canadian expat (non tax-resident of Canada)?","<stocks><canada><investing>"
"How were self employed folk taxed in the U.K. before 1997","<taxes><income-tax><united-kingdom>"
"Is this mixed annuity (part savings and part mutual fund) legitimate?","<investing><investment-strategies><annuity>"
"Is it advisable to rollover multiple 401k accounts?","<united-states><401k><ira><retirement><rollover>"
"Saving/investing instead of paying off 0.01% interest student loan. Am I missing something?","<savings><student-loan><netherlands>"
"How much is not contributing to Social Security hurting our early retirement goal?","<united-states><retirement-plan><social-security><early-retirement>"
"Why are prices in EUR for consumer items often the same number as original USD price, but the GBP price applies the actual exchange rate?","<foreign-exchange><price><eur-euro><usd-us-dollar><gbp-british-pound>"
"Are there tax implication on buying US stock while on a job transfer?","<taxes><stocks><united-kingdom><transfer><relocation>"
"Any savings vehicle which is sheltered from both US and Canadian income taxes?","<united-states><canada><income-tax><tax-free-savings>"
"Can I get an Amazon Rewards Visa just for the gift card and then close the account?","<credit-card><promotion>"
"Do I have an option to transfer parent plus loans to myself?","<united-states><credit-score><loans><student-loan>"
"How to find historical stock price for a de-listed or defunct company?","<stocks><historical-data><yahoo-finance><google-finance>"
"Tax deduction helping a friend pay tuition","<united-states><taxes><tax-deduction><tuition>"
"How do I get a list of the top performing funds between two given dates?","<mutual-funds><etf><index-fund><yahoo-finance><historical-analysis>"
"Can I negotiate to have a credit card interest fee waived?","<credit-card><interest><negotiation>"
"How can I cash out US government savings bonds?","<united-states><government-bonds><savings-bonds>"
"How will making monthly student loan payments before grace period ends affect credit?","<credit-score><student-loan><credit-history>"
"Want to buy expensive product online. Credit line on credit cards not big enough. How do ""Preferred Account"" programs work?","<credit-card>"
"Financed medical expenses and tax deductions","<united-states><tax-deduction>"
"Mutual Funds Definition and Role","<mutual-funds><etf><index-fund>"
"Overpaid Rent Owed By Real Estate","<rental-property><australia><real-estate-leasing>"
"How does the FDIC know how much to insure trust accounts?","<trusts><fdic>"
"When should I switch from after-tax to pre-tax retirement savings?","<united-states><income-tax><retirement><401k><roth-401k>"
"Put idle savings to use while keeping them liquid","<united-states><savings><liquidity>"
"What are some ways to save for a child's education?","<united-states><savings><education-savings><college>"
"How does one effectively negotiate rent?","<negotiation><rent>"
"What are some sites that offer decent deals on college textbooks?","<cost-cutting><college>"
"How to calculate mandatory withdrawals for 401k? (Required Minimum Distribution)","<united-states><401k><withdrawal><rmd>"
"Wandering EU worker: Pension / retirement fund if working in multiple countries?","<retirement><pension><working-abroad><european-union><international>"
"How to map stock ticker symbols to ISIN (International Securities Identification Number)?","<stocks><stock-exchanges><online-data-source>"
"Are you preparing for a possible dollar (USD) collapse? (How?)","<currency><inflation><current-events><hedging><usd-us-dollar>"
"Credit card changed by card company: Why is Citi changing my Visa dividend platinum select card to dividend world Mastercard?","<credit-card><reward-program><mastercard><citi><visa>"
"Malaysian real estate: How to know if the market is overheated or in a bubble?","<real-estate><malaysia><bubble>"
"Strategies for saving and investing in multiple foreign currencies","<savings><risk><foreign-exchange><asset-allocation><international>"
"Investments: Feds buying more treasury bonds? How does it affect Bonds (going up or down)?","<bonds><investing><federal-reserve>"
"How does S&P schedule reviews of sovereign credit ratings?","<united-kingdom><international><government-bonds><credit-rating-agency>"
"Why are interbank payment (settlement) systems closed for weekends and holidays?","<online-banking><online-payment>"
"Why are the administrative fees for the three biggest donor-advised funds identical?","<mutual-funds><expense-ratio>"
"Who ultimately receives principal and interest of a mortgage payment?","<mortgage><security>"
"My bonus is taxed at a higher rate than my regular paychecks, so should I contribute 100% of my bonus to 401k?","<united-states><taxes><401k><paycheck>"
"How to check I own a stock not involving a broker","<stocks><stock-exchanges><broker><online-brokerage>"
"Cold email from DeVere Germany, who are they?","<united-kingdom><scams><pension>"
"Can I deduct rent against a capital cost?","<united-states><tax-deduction><rent><capital-improvements>"
"What happens to my U.S. Social Security and pension if I retire in Germany?","<united-states><retirement><germany><social-security>"
"Remedies for Defaulting on a 401(k) loan","<united-states><401k><loans><debt-reduction><default>"
"What to do if asked to insert a 4-digits security code?","<credit-card><european-union><mastercard>"
"Suggested ways to save for a comfortable retirment in the UK given the lifetime allowance limits on pensions?","<taxes><united-kingdom><pension><retirement-plan><isa>"
"Taxation on income sending from Hong Kong to India savings account","<taxes><india><non-resident>"
"What should I do to buy small amount of shares?","<united-states><stocks><shares>"
"Is there an accepted standard for how US tax system treat UK ISAs for expats?","<united-states><taxes><united-kingdom><isa>"
"I trade labor for lot rent on my live-in r.v. Can I claim any income to apply for eic? Do I owe taxes? There is no money exchanged","<united-states><taxes>"
"How does FOREX trading work? trading vs exchanging","<foreign-exchange><currency><stock-exchanges>"
"Is there a term for total money owed to you?","<terminology><assets>"
"How to pay remaining tax after notice u/s 139(9) of income tax act 1961?","<income-tax><india>"
"company market capitalization to total (annual) stock market capitalization","<stock-analysis><financial-literacy><stock-markets><market-capitalization>"
"How can somebody cash my state income tax refund check?","<united-states><income-tax><non-resident><check><income-tax-refund>"
"US tax - effectively connected income","<united-states><taxes>"
"Can my employer limit my maximum 401k contribution amount (below the IRS limit)?","<united-states><401k><irs><employment><benefits>"
"How do banks lose money on foreclosures?","<banking><real-estate><foreclosure>"
"Are individual allowed to use accrual based accounting for federal income tax?","<united-states><taxes>"
"Find the exact time of a credit card purchase with Chase","<credit-card>"
"Optimal way for withdrawing vested company match from my 401k?","<united-states><taxes><401k>"
"How do you go about calculating how much you need after retirement?","<united-states><retirement><savings><calculation>"
"How can I determine if a FHA loan refinance offer is from a reputable lender","<united-states><refinance><home-loan><mortgage-rate>"
"How To Transfer Money Online So The Other Person In Another Country Receives It In Cash?","<credit-card><currency><cash><international-transfer><israel>"
"How is exit load calculated in case of SIP in mutual funds?","<mutual-funds><india>"
"Credit Card Approval","<credit-card><credit><applications><application-process>"
"How to change the default validity length of a check in the US when emitting it?","<united-states><check>"
"Is it possible to reject a direct deposit?","<united-states><bank-account><deposits>"
"FSA when a retirement agreement has been put into place","<united-states><retirement><healthcare><termination>"
"Can a name be gotten from an account number?","<credit-card><bank-account><identity-theft>"
"Where can I open an estate account, if I'm located in a different state?","<bank-account><checking-account><estate-settlement>"
"Is self-employed work performed out of state for a California organization ""California source income?""","<united-states><income-tax><self-employment><california><form-1099>"
"Which international credit card would fit my requirements?","<canada><credit-card><international><australia>"
"Can I actually get a share of stock issued with a piece of paper anymore?","<stocks><historical-data>"
"Does losing your credit card damage your credit rating?","<credit-card><credit-score>"
"Relocated to USA. How to get credit card without existing credit history / score?","<united-states><credit-card><credit-score><credit-history>"
"Should I open a joint credit card account with my girlfriend? She can't get her own card","<credit-card><co-sign><joint-account>"
"Free service for automatic email stock alert when target price is met?","<stocks><online-tools><online-data-source><alerts>"
"Difference between a (credit union) ""share certificate"" and a (bank) CD?","<certificate-of-deposit><credit-unions><share-certificate><banking>"
"Should I apply for more credit cards in order to improve my credit score?","<credit-card><credit-score>"
"How can I determine how much my car insurance will cost me?","<car><car-insurance>"
"Keep or cancel an unneeded credit card?","<credit-card><credit-report>"
"What should I look at before investing in a start-up?","<investing><start-up><research>"
"Are bond ETF capital gains taxed similar to stock or stock funds if held for more than 1 year?","<united-states><taxes><etf><bonds><capital-gain>"
"How does one interpret financial data for stocks listed on multiple exchanges?","<stocks><international>"
"Why won't my retirement account let me write a ""covered put""?","<stocks><retirement><options><ira><put-options>"
"Looking for online sources for historical currency data / exchange rates. Recommendations?","<currency><online-data-source><recommendation><foreign-exchange>"
"Is ING Direct Orange Savings a decent online savings account?","<united-states><savings><interest-rate><online-banking>"
"What are the marks of poor investment advice?","<investing>"
"Will my children owe taxes on my life insurance proceeds?","<united-states><income-tax><life-insurance><estate-planning>"
"What are a few sites that make it easy to invest in high interest rate mutual funds?","<investing><mutual-funds><high-yield>"
"Is there a minimum stock price for tsx listings?","<stocks><investing><canada><toronto-stock-exchange>"
"Building an ETF portfolio: Is it even possible to diversify?","<savings><etf><vanguard><diversification>"
"Can I break a lease in response to a nonrenewal notice?","<rental-property><housing><real-estate-leasing>"
"What stock market would legally allow me to manipulate the price of shares?","<stocks><investing>"
"Do I need to pay taxes on my mother in law giving us ""rent"" money?","<united-states><taxes><income-tax><rent>"
"How can so many ETFs tracking the same index coexist?","<investing><etf><index-fund><shares>"
"Foreign priced expenses - actual card charge amount is OK?","<united-states><foreign-exchange><irs><expense-tracking>"
"Incentive stock options, tax lots, and long-term capital gains","<united-states><capital-gains-tax><employee-stock-options>"
"Card pre-authorization time limit","<credit-card><debit-card><pre-authorized-payment>"
"Can a person negotiate with banks on CD interest rates?","<banking><interest-rate>"
"How is a grant of stock treated from an income tax perspective?","<united-states><taxes><stock-valuation><employment><private-company>"
"US ETF as EU investor (Ireland)","<taxes><etf><ireland>"
"Why does my bank want me to resubmit a W8-BEN?","<taxes><checking-account>"
"Current accounts reward schemes and reciprocal standing orders?","<united-kingdom><bank-account>"
"Transferring money that was just deposited","<transfer>"
"If I wasn't invited to the shareholder' meeting but now I do own stock in the company, can I still attend?","<shares><shareholder-meeting>"
"Cheque & bank account: why have cheques","<check>"
"Setting up a personal loan, how do I report to CRA?","<canada><personal-loan><canada-revenue-agency>"
"Calculating PAYE tax and NIC contributions on two different bands of income in the UK","<taxes><income-tax><united-kingdom><salary><bonus>"
"Buying less shares more frequently","<investing><united-kingdom><etf><index-fund><fees>"
"How can I calculate the difference between investing cash in a mutual fund versus using it to install solar?","<investing><mutual-funds><etf><calculation>"
"Scared of money being ""locked away"" in retirement accounts","<united-states><taxes><capital-gains-tax><retirement-plan><tax-free-savings>"
"How can I track TreasuryDirect savings bonds with Mint?","<bonds><expense-tracking><mint.com><treasury>"
"Is it possible and what happens if you go over the limit of a prepaid American Express credit card?","<credit-card><gift-card><american-express>"
"Pay down low-interest debt or save for retirement?","<united-states><401k><ira><irs><debt>"
"Does a savings account's advertised ""APY"" account for compound interest?","<savings-account><rates><apy>"
"How to handle end of year inventory when I purchased with credit card?","<united-states><taxes><credit-card><small-business>"
"Mortgage company withholding insurance proceeds","<mortgage><insurance><withholding>"
"Payroll taxes on exercised stock options","<united-states><income-tax><employee-stock-options><option-exercise>"
"Pay off credit cards in one lump sum, or spread over a few months?","<credit-card><credit-score>"
"How is investing in a bond fund different than investing in a stock?","<bonds><bond-funds>"
"How is your credit score related to credit utilization?","<credit-card><credit-score><credit>"
"Same-sex, multiple state income tax","<united-states><income-tax>"
"HMV gift vouchers bought on a credit card. Can I claim them back from my cc company?","<credit-card><united-kingdom>"
"What does Personal/Internal Rate of Return mean for a 401k?","<united-states><401k><rate-of-return>"
"Pre-tax 401k and post-tax Roth 401k contributions commingled into same account? Tax treatment of withdrawals?","<united-states><taxes><401k><roth-401k><withdrawal>"
"Specifically when do options expire?","<options><financial-literacy><terminology>"
"Is there any real risk in having all mutual funds with the same brokerage?","<mutual-funds><diversification><sipc>"
"Separating money in bank account without opening another account","<united-kingdom><bank-account>"
"Do W2 employees pay medicare and ca disability employee?","<united-states><taxes>"
"How to calculate the standard deviation of stock returns?","<options><rate-of-return><black-scholes>"
"Is there an investment vehicle that simplifies the work of setting up a bond or CD ladder?","<investing><fixed-income><ladder>"
"Does it make sense to refinance and convert the HELOC back to a fixed 20 year low rate mortgage?","<united-states><mortgage><refinance><heloc>"
"How should a new investor allocate funds in a Roth IRA?","<united-states><ira><diversification>"
"How are derivatives treated in bankruptcy?","<risk><derivatives><bankruptcy>"
"How to protect liquid assets from risk of hyperinflation","<savings><investing><inflation><hyperinflation>"
"When someone retires is their Social Security check amount set forever?","<united-states><social-security>"
"Tax Free Exclusion (Capital Gain)","<united-states><taxes><capital-gains-tax><rental-property><capital-gain>"
"What is the difference between fractional shares and unit linked investing?","<terminology><shares>"
"Expecting to move in five years; how to lock mortgage rates?","<united-states><mortgage><real-estate><interest-rate>"
"Purchase same stock twice","<stocks><selling>"
"For very high-net worth individuals, does it make sense to not have insurance?","<insurance><health-insurance><life-insurance><car-insurance><net-worth>"
"Sell or lease my property when moving from UK to Germany (tax question)","<taxes><united-kingdom><germany>"
"How to file for a U.K. income tax refund after you return to your own country?","<taxes><united-kingdom><income-tax-refund><spain>"
"Can an ETF, open at a price other than what the pre-market was at?","<stocks><etf><stock-markets>"
"Does a full-time student at a non-UK institution have to pay council tax?","<taxes><united-kingdom>"
"IRA to pay credit card debt","<united-states><credit-card><ira><debt-reduction>"
"Does it make sense in some cases not to use a Roth IRA / 401(k) for savings?","<united-states><savings><investing><retirement>"
"What are the consequences of overfunding a 401k plan?","<united-states><income-tax><401k>"
"Yahoo Finance - Data inconsistencies between historic and current data","<stocks><united-kingdom><yahoo-finance>"
"How do I determine how long it will take to pay off my all my loans?","<loans><calculation><debt-reduction>"
"How to buy a house in the United States using money from a foreign loan?","<united-states><mortgage><international><borrowing>"
"Salary earned in GCC, transferred to India, subject to Indian income tax?","<income-tax><india><non-resident><foreign-income>"
